planned_production,operating_hours,downtime_hours,blasting_delay_hours,rainfall_mm,soil_moisture,land_temperature,humidity,equipment_operating_hours,equipment_downtime_hours,average_utilization,average_performance_score,planned_delay_hours,actual_delay_hours,blast_count,downtime_ratio,blasting_delay_ratio,equipment_downtime_ratio,equipment_performance_risk,rainfall_risk,actual_production
500.0,18.1,0.65,0.28,14.89,35.67,27.88,68.55,16.666,11.62,87.768,84.162,0.93,2.23,2,0.0359116022099447,0.0154696132596685,0.4108039312734214,15.837999999999994,1,465.64
500.0,17.2,1.25,0.37,4.02,27.56,31.4,55.2,17.232,10.0,89.416,85.03200000000001,1.23,2.5,2,0.0726744186046511,0.0215116279069767,0.3672150411280846,14.96799999999999,0,472.85
500.0,20.81,2.03,2.85,16.84,39.48,28.66,70.3,18.564,23.23,79.662,71.47999999999999,0.52,0.55,3,0.0975492551657856,0.1369533877943296,0.5558214097717377,28.52000000000001,2,435.63
500.0,19.86,2.87,2.56,11.78,34.45,30.58,68.92,19.318,9.31,91.146,87.376,1.01,2.72,1,0.1445115810674723,0.1289023162134944,0.3252060919379628,12.623999999999995,1,458.0
500.0,18.99,3.0,2.52,20.85,43.09,26.44,71.37,17.442,23.18,78.726,69.514,1.37,2.6,4,0.1579778830963665,0.1327014218009478,0.5706267539756782,30.486000000000004,2,455.48
500.0,16.18,1.66,1.62,12.21,36.28,29.87,67.45,17.322,18.88,82.452,74.15599999999999,1.28,1.34,4,0.1025957972805933,0.1001236093943139,0.5215181481686094,25.84400000000001,1,462.55
500.0,18.23,4.94,0.14,29.46,50.31,28.39,80.28,18.58,16.009999999999998,85.086,77.06800000000001,1.27,2.87,4,0.2709818979703785,0.0076796489303346,0.462850534836658,22.931999999999988,2,405.75
500.0,21.24,4.55,1.48,7.06,31.95,29.98,62.98,20.05,13.2,88.692,85.34400000000001,0.78,2.06,1,0.2142184557438795,0.0696798493408663,0.3969924812030075,14.655999999999992,1,420.49
500.0,19.79,3.8,0.46,18.31,41.97,30.04,70.5,18.226,21.15,81.598,73.52799999999999,1.62,3.26,4,0.1920161697827185,0.023244062657908,0.5371292157659487,26.47200000000001,2,436.67
500.0,21.22,2.5,1.8,13.74,36.43,30.93,65.33,17.694,16.77,85.072,78.7,0.77,2.69,2,0.117813383600377,0.0848256361922714,0.4865947075208913,21.3,1,430.08
500.0,17.55,3.46,1.14,10.55,30.4,29.96,69.52,16.869999999999997,15.05,85.092,79.292,0.41,0.96,4,0.1971509971509971,0.0649572649572649,0.4714912280701754,20.708,1,440.56
500.0,20.97,2.44,0.87,8.13,32.8,31.01,64.99,17.94,18.1,83.13399999999999,76.072,0.2,0.24,3,0.1163567000476871,0.0414878397711015,0.502219755826859,23.928,1,438.19
500.0,18.85,4.3,2.82,21.85,42.39,27.34,78.09,19.466,15.61,87.314,81.466,1.24,1.91,2,0.2281167108753315,0.1496021220159151,0.4450336412361728,18.53400000000001,2,418.31
500.0,16.34,2.89,3.28,4.87,32.19,31.76,62.28,16.778,14.06,85.9,80.31800000000001,0.64,2.33,2,0.1768665850673194,0.200734394124847,0.4559309942279006,19.681999999999988,0,415.88
500.0,19.04,0.69,0.52,27.6,46.1,27.78,77.29,18.782,15.14,86.39,81.164,0.68,1.2,3,0.0362394957983193,0.0273109243697479,0.4463180237014327,18.836,2,490.91
500.0,19.09,2.7,2.33,8.7,36.67,30.53,61.78,18.36,15.76,85.574,77.586,0.24,1.63,1,0.1414353064431639,0.1220534311157674,0.4618991793669402,22.414,1,421.58
500.0,18.66,4.41,0.62,28.74,48.34,27.86,77.93,18.758000000000003,13.04,88.376,83.748,1.87,1.95,1,0.2363344051446945,0.0332261521972132,0.4100886848229448,16.251999999999995,2,439.9
500.0,19.42,0.64,3.26,27.91,45.28,27.66,83.01,15.968,16.77,84.018,78.60799999999999,1.61,2.17,2,0.0329557157569515,0.1678681771369721,0.512248762905492,21.39200000000001,2,440.94
500.0,19.91,0.98,2.3,22.44,44.53,29.17,80.83,20.772,12.33,89.53,84.396,0.85,1.98,3,0.0492214967353088,0.1155198392767453,0.3724850462207722,15.604,2,455.87
500.0,20.43,4.45,1.41,8.81,31.61,29.61,63.44,18.37,11.34,88.94,83.03999999999999,1.98,2.81,2,0.2178169358786099,0.0690161527165932,0.3816896667788623,16.960000000000008,1,413.66
500.0,18.61,4.18,0.42,14.03,38.79,30.25,67.46,17.308,16.47,84.062,77.84,0.5,1.66,3,0.2246104245029554,0.0225685115529285,0.4875954763455503,22.16,1,446.18
500.0,18.69,1.57,1.31,5.37,31.85,33.11,59.22,15.742,17.96,81.966,73.378,1.86,3.58,1,0.0840021401819154,0.0700909577314071,0.5329060589875972,26.622,1,463.41
500.0,18.78,2.21,3.02,30.52,47.93,28.06,84.65,18.834,26.89,77.568,67.638,1.36,2.84,3,0.117678381256656,0.1608093716719914,0.5880937800717347,32.361999999999995,2,456.46
500.0,18.39,3.11,1.87,24.38,44.28,29.0,77.7,18.952,16.66,84.75399999999999,77.454,0.21,2.01,2,0.1691136487221315,0.1016856987493202,0.4678198360103335,22.546000000000006,2,419.89
500.0,21.56,0.77,3.27,21.24,39.52,30.47,72.58,17.69,15.5,85.09200000000001,79.636,0.99,1.77,1,0.0357142857142857,0.1516697588126159,0.4670081349804158,20.364000000000004,2,443.73
500.0,17.84,4.11,1.89,32.7,49.08,28.51,92.05,18.092,18.58,83.33399999999999,73.97,1.79,2.57,4,0.2303811659192825,0.1059417040358744,0.506653577661431,26.03,2,421.12
500.0,16.73,1.32,2.38,13.97,38.13,29.45,66.29,16.324,20.29,80.518,75.442,1.92,3.61,1,0.0789001793185893,0.1422594142259414,0.5541596110777297,24.558000000000007,1,442.01
500.0,17.54,4.83,1.69,28.1,47.97,25.87,79.6,18.084,11.81,88.44800000000001,82.90599999999999,0.64,2.54,4,0.2753705815279361,0.0963511972633979,0.3950625543587342,17.09400000000001,2,423.01
500.0,19.61,4.19,3.09,12.14,37.15,29.45,70.94,18.208,12.7,87.97999999999999,83.632,0.97,1.95,4,0.2136664966853646,0.1575726670066292,0.4108968551831241,16.367999999999995,1,400.64
500.0,21.4,2.09,0.83,7.86,30.86,30.06,62.06,19.498,16.11,85.968,80.22,0.9,1.48,1,0.0976635514018691,0.0387850467289719,0.4524264210289822,19.78,1,460.48
500.0,16.57,3.31,1.58,14.66,34.89,29.3,70.28,17.502,16.63,84.44,76.94000000000001,1.11,1.53,1,0.1997585998792999,0.0953530476765238,0.4872260635181061,23.059999999999988,1,414.87
500.0,16.57,0.61,2.25,20.32,39.17,29.48,70.89,17.580000000000002,10.92,89.348,85.85600000000001,1.58,3.16,1,0.0368135184067592,0.1357875678937839,0.3831578947368421,14.143999999999991,2,454.95
500.0,18.98,4.95,0.48,34.89,50.35,30.08,86.58,17.198,12.93,87.018,80.666,1.86,3.81,2,0.2608008429926238,0.0252897787144362,0.4291688794476898,19.334000000000003,2,407.75
500.0,21.95,1.08,0.36,2.35,27.96,31.44,56.77,20.098,21.61,82.22999999999999,73.368,1.1,1.98,3,0.0492027334851936,0.0164009111617312,0.5181260189891628,26.632000000000005,0,465.94
500.0,18.13,0.81,1.82,6.67,32.65,30.3,59.38,17.242,16.72,83.95,79.4,1.09,2.5,3,0.0446773303916161,0.1003861003861004,0.4923149402273128,20.599999999999994,1,441.23
500.0,19.91,2.9,1.14,19.77,43.63,26.36,66.56,17.509999999999998,24.87,77.912,67.012,0.29,1.81,4,0.1456554495228528,0.0572576594676042,0.5868334119867863,32.988,2,459.96
500.0,16.36,3.03,3.35,19.59,38.25,28.7,71.51,17.392000000000003,15.13,85.6,80.21000000000001,1.73,3.41,2,0.1852078239608802,0.2047677261613692,0.4652235409876391,19.789999999999992,2,442.71
500.0,18.7,3.9,1.22,30.16,47.31,28.51,84.65,19.924,12.93,88.82000000000001,80.934,1.4,1.55,2,0.2085561497326203,0.0652406417112299,0.3935593839410726,19.066000000000003,2,444.53
500.0,21.05,2.84,2.18,14.31,34.65,30.51,71.69,16.363999999999997,16.75,83.51599999999999,75.862,1.78,2.08,1,0.134916864608076,0.103562945368171,0.5058283505465967,24.138000000000005,1,432.41
500.0,20.25,0.66,1.06,0.95,27.21,30.18,56.15,18.566,12.41,88.814,84.684,0.17,2.14,4,0.0325925925925926,0.0523456790123456,0.4006327479338843,15.316000000000004,0,485.8
500.0,17.83,2.29,1.57,6.25,31.8,29.15,62.76,17.72,16.89,83.904,80.076,1.73,3.49,1,0.1284352215367358,0.0880538418395961,0.4880092458826929,19.924000000000007,1,459.23
500.0,21.11,1.44,3.26,3.48,31.89,29.71,58.84,18.728,22.7,80.32000000000001,72.066,1.89,3.87,4,0.068214116532449,0.1544291804831833,0.5479385922564449,27.934,0,434.32
500.0,17.83,0.86,1.41,13.9,37.54,28.53,69.36,18.426,17.71,84.56800000000001,78.872,0.7,2.12,3,0.0482333146382501,0.0790802019068984,0.4900929820677441,21.128,1,479.98
