mine_id,production_date,planned_production,actual_production,operating_hours,downtime_hours,blasting_delay_hours,rainfall_mm,soil_moisture,land_temperature,humidity,equipment_operating_hours,equipment_downtime_hours,average_utilization,average_performance_score,planned_delay_hours,actual_delay_hours,blast_count,status,downtime_ratio,blasting_delay_ratio,equipment_downtime_ratio,equipment_performance_risk,rainfall_risk
1,2026-04-29,500.0,471.34,21.26,1.7,0.45,7.22,32.81,28.0,61.19,16.044,16.97,83.196,77.65599999999999,1.04,2.58,4,Highly Delayed,0.0799623706491063,0.021166509877704607,0.5140243533046587,22.34400000000001,1
1,2026-04-30,500.0,434.47,18.45,2.18,0.91,27.98,46.27,27.5,80.82,18.408,17.72,83.932,79.768,1.93,2.85,2,Highly Delayed,0.11815718157181573,0.049322493224932255,0.4904782993799823,20.232,2
1,2026-05-01,500.0,403.96,16.46,4.33,1.73,30.58,49.58,27.32,80.31,16.413999999999998,17.77,82.462,76.202,0.1,1.17,3,Delayed,0.26306196840826246,0.10510328068043742,0.5198338403931664,23.798000000000002,2
1,2026-05-02,500.0,429.14,19.39,1.7,3.08,7.33,33.92,29.99,54.69,17.78,23.74,78.908,71.384,1.4,1.68,4,Delayed,0.08767405879319236,0.1588447653429603,0.5717726396917149,28.616,1
1,2026-05-03,500.0,416.8,21.02,3.64,2.38,21.64,40.81,26.64,77.03,18.702,12.510000000000002,89.354,84.584,1.95,2.98,2,Highly Delayed,0.17316841103710753,0.1132254995242626,0.4008073817762399,15.415999999999997,2
1,2026-05-04,500.0,432.21,20.46,1.22,2.86,31.33,46.39,30.95,86.56,17.542,17.42,83.68199999999999,79.096,0.08,0.88,3,On Time,0.05962854349951124,0.13978494623655913,0.4982552485555746,20.903999999999996,2
1,2026-05-05,500.0,412.43,21.89,3.34,0.91,3.75,33.49,28.17,55.94,17.57,17.71,83.226,77.40799999999999,0.88,1.03,1,Delayed,0.15258108725445407,0.041571493832800364,0.501984126984127,22.592000000000013,0
1,2026-05-06,500.0,412.25,19.25,4.83,1.2,13.2,34.77,29.03,63.64,17.542,16.86,84.374,76.872,0.37,0.53,3,On Time,0.2509090909090909,0.06233766233766234,0.4900877855938608,23.128,1
1,2026-05-07,500.0,445.86,20.25,0.8,2.04,4.19,31.16,31.49,61.94,18.632,15.52,85.534,78.064,1.39,2.21,2,Delayed,0.03950617283950617,0.10074074074074074,0.4544389786835324,21.936000000000007,0
1,2026-05-08,500.0,466.21,16.15,0.6,1.13,17.45,40.65,29.33,68.12,17.042,18.18,82.884,75.128,1.83,2.72,4,Highly Delayed,0.03715170278637771,0.06996904024767801,0.5161546760547385,24.872,2
1,2026-05-09,500.0,439.41,21.98,2.42,1.58,20.54,40.47,30.53,72.32,18.182,15.22,85.872,79.424,1.1,2.53,4,Highly Delayed,0.11010009099181073,0.0718835304822566,0.45566133764445244,20.575999999999993,2
1,2026-05-10,500.0,451.59,17.64,4.78,0.53,12.71,34.92,30.66,72.17,20.042,21.18,82.5,73.94,1.87,3.15,1,Highly Delayed,0.2709750566893424,0.030045351473922902,0.5138033089127165,26.060000000000002,1
1,2026-05-11,500.0,434.38,17.65,4.93,1.43,12.46,36.16,29.88,65.13,18.942,20.46,82.348,72.39,1.48,2.58,2,Highly Delayed,0.2793201133144476,0.08101983002832862,0.5192629815745393,27.61,1
1,2026-05-12,500.0,403.47,18.21,4.39,1.66,5.35,31.0,29.81,58.35,17.554,21.66,80.09400000000001,72.03999999999999,1.46,1.56,2,Delayed,0.24107633168588685,0.09115870400878637,0.5523537512113021,27.960000000000008,1
1,2026-05-13,500.0,408.34,21.07,3.92,2.19,6.53,30.59,29.8,53.37,16.982,14.07,85.286,79.10799999999999,0.71,2.23,1,Delayed,0.18604651162790697,0.10393925011865211,0.45311091073038773,20.89200000000001,1
1,2026-05-14,500.0,446.19,16.75,3.59,1.51,34.38,51.72,27.32,83.22,16.944,16.240000000000002,84.22,76.958,0.68,0.87,3,On Time,0.2143283582089552,0.09014925373134329,0.48939247830279664,23.042,2
1,2026-05-15,500.0,464.38,20.79,1.9,1.59,33.93,50.53,27.88,83.37,18.116,19.07,82.538,75.934,0.08,1.79,4,Delayed,0.0913900913900914,0.07647907647907648,0.5128274081643629,24.066000000000003,2
1,2026-05-16,500.0,435.19,17.75,3.63,3.01,23.4,42.15,28.76,78.32,19.134,13.75,87.602,80.326,0.35,0.38,2,On Time,0.20450704225352112,0.1695774647887324,0.4181364797469894,19.674000000000007,2
1,2026-05-17,500.0,438.64,21.92,1.14,1.75,20.01,42.87,28.24,71.31,17.919999999999998,16.26,85.098,79.846,0.98,1.93,1,Delayed,0.052007299270072985,0.07983576642335766,0.47571679344645995,20.153999999999996,2
1,2026-05-18,500.0,465.64,18.1,0.65,0.28,14.89,35.67,27.88,68.55,16.666,11.62,87.768,84.162,0.93,2.23,2,Delayed,0.03591160220994475,0.015469613259668509,0.4108039312734214,15.837999999999994,1
1,2026-05-19,500.0,472.85,17.2,1.25,0.37,4.02,27.56,31.4,55.2,17.232,10.0,89.416,85.03200000000001,1.23,2.5,2,Highly Delayed,0.07267441860465117,0.021511627906976746,0.3672150411280846,14.96799999999999,0
1,2026-05-20,500.0,435.63,20.81,2.03,2.85,16.84,39.48,28.66,70.3,18.564,23.23,79.662,71.47999999999999,0.52,0.55,3,On Time,0.09754925516578568,0.13695338779432967,0.5558214097717377,28.52000000000001,2
1,2026-05-21,500.0,458.0,19.86,2.87,2.56,11.78,34.45,30.58,68.92,19.318,9.31,91.146,87.376,1.01,2.72,1,Highly Delayed,0.1445115810674723,0.12890231621349446,0.32520609193796285,12.623999999999995,1
1,2026-05-22,500.0,455.48,18.99,3.0,2.52,20.85,43.09,26.44,71.37,17.442,23.18,78.726,69.514,1.37,2.6,4,Highly Delayed,0.1579778830963665,0.13270142180094788,0.5706267539756782,30.486000000000004,2
1,2026-05-23,500.0,462.55,16.18,1.66,1.62,12.21,36.28,29.87,67.45,17.322,18.88,82.452,74.15599999999999,1.28,1.34,4,Delayed,0.10259579728059333,0.10012360939431397,0.5215181481686094,25.84400000000001,1
1,2026-05-24,500.0,405.75,18.23,4.94,0.14,29.46,50.31,28.39,80.28,18.58,16.009999999999998,85.086,77.06800000000001,1.27,2.87,4,Highly Delayed,0.2709818979703785,0.007679648930334614,0.462850534836658,22.931999999999988,2
1,2026-05-25,500.0,420.49,21.24,4.55,1.48,7.06,31.95,29.98,62.98,20.05,13.2,88.692,85.34400000000001,0.78,2.06,1,Delayed,0.2142184557438795,0.0696798493408663,0.3969924812030075,14.655999999999992,1
1,2026-05-26,500.0,436.67,19.79,3.8,0.46,18.31,41.97,30.04,70.5,18.226,21.15,81.598,73.52799999999999,1.62,3.26,4,Highly Delayed,0.19201616978271854,0.023244062657908036,0.5371292157659487,26.47200000000001,2
1,2026-05-27,500.0,430.08,21.22,2.5,1.8,13.74,36.43,30.93,65.33,17.694,16.77,85.072,78.7,0.77,2.69,2,Highly Delayed,0.117813383600377,0.08482563619227144,0.48659470752089135,21.299999999999997,1
1,2026-05-28,500.0,440.56,17.55,3.46,1.14,10.55,30.4,29.96,69.52,16.869999999999997,15.05,85.092,79.292,0.41,0.96,4,On Time,0.19715099715099715,0.06495726495726495,0.47149122807017546,20.708,1
1,2026-05-29,500.0,438.19,20.97,2.44,0.87,8.13,32.8,31.01,64.99,17.94,18.1,83.13399999999999,76.072,0.2,0.24,3,On Time,0.11635670004768718,0.04148783977110158,0.502219755826859,23.927999999999997,1
1,2026-05-30,500.0,418.31,18.85,4.3,2.82,21.85,42.39,27.34,78.09,19.466,15.61,87.314,81.466,1.24,1.91,2,Delayed,0.22811671087533153,0.1496021220159151,0.44503364123617284,18.534000000000006,2
1,2026-05-31,500.0,415.88,16.34,2.89,3.28,4.87,32.19,31.76,62.28,16.778,14.06,85.9,80.31800000000001,0.64,2.33,2,Delayed,0.17686658506731948,0.200734394124847,0.4559309942279006,19.681999999999988,0
1,2026-06-01,500.0,490.91,19.04,0.69,0.52,27.6,46.1,27.78,77.29,18.782,15.14,86.39,81.164,0.68,1.2,3,Delayed,0.036239495798319324,0.027310924369747903,0.44631802370143275,18.836,2
1,2026-06-02,500.0,421.58,19.09,2.7,2.33,8.7,36.67,30.53,61.78,18.36,15.76,85.574,77.586,0.24,1.63,1,Delayed,0.14143530644316396,0.12205343111576743,0.46189917936694025,22.414,1
1,2026-06-03,500.0,439.9,18.66,4.41,0.62,28.74,48.34,27.86,77.93,18.758000000000003,13.04,88.376,83.748,1.87,1.95,1,Delayed,0.23633440514469453,0.03322615219721329,0.4100886848229448,16.251999999999995,2
1,2026-06-04,500.0,440.94,19.42,0.64,3.26,27.91,45.28,27.66,83.01,15.968,16.77,84.018,78.60799999999999,1.61,2.17,2,Delayed,0.032955715756951595,0.16786817713697216,0.512248762905492,21.39200000000001,2
1,2026-06-05,500.0,455.87,19.91,0.98,2.3,22.44,44.53,29.17,80.83,20.772,12.33,89.53,84.396,0.85,1.98,3,Delayed,0.04922149673530889,0.11551983927674535,0.3724850462207722,15.604,2
1,2026-06-06,500.0,413.66,20.43,4.45,1.41,8.81,31.61,29.61,63.44,18.37,11.34,88.94,83.03999999999999,1.98,2.81,2,Highly Delayed,0.2178169358786099,0.06901615271659324,0.38168966677886235,16.960000000000008,1
1,2026-06-07,500.0,446.18,18.61,4.18,0.42,14.03,38.79,30.25,67.46,17.308,16.47,84.062,77.84,0.5,1.66,3,Delayed,0.2246104245029554,0.022568511552928532,0.48759547634555034,22.159999999999997,1
1,2026-06-08,500.0,463.41,18.69,1.57,1.31,5.37,31.85,33.11,59.22,15.742,17.96,81.966,73.378,1.86,3.58,1,Highly Delayed,0.08400214018191546,0.07009095773140717,0.5329060589875972,26.622,1
1,2026-06-09,500.0,456.46,18.78,2.21,3.02,30.52,47.93,28.06,84.65,18.834,26.89,77.568,67.638,1.36,2.84,3,Highly Delayed,0.11767838125665601,0.16080937167199147,0.5880937800717347,32.361999999999995,2
1,2026-06-10,500.0,419.89,18.39,3.11,1.87,24.38,44.28,29.0,77.7,18.952,16.66,84.75399999999999,77.454,0.21,2.01,2,Delayed,0.16911364872213158,0.10168569874932029,0.46781983601033356,22.546000000000006,2
1,2026-06-11,500.0,443.73,21.56,0.77,3.27,21.24,39.52,30.47,72.58,17.69,15.5,85.09200000000001,79.636,0.99,1.77,1,Delayed,0.03571428571428572,0.15166975881261596,0.4670081349804158,20.364000000000004,2
1,2026-06-12,500.0,421.12,17.84,4.11,1.89,32.7,49.08,28.51,92.05,18.092,18.58,83.33399999999999,73.97,1.79,2.57,4,Highly Delayed,0.23038116591928254,0.10594170403587444,0.506653577661431,26.03,2
1,2026-06-13,500.0,442.01,16.73,1.32,2.38,13.97,38.13,29.45,66.29,16.324,20.29,80.518,75.442,1.92,3.61,1,Highly Delayed,0.07890017931858936,0.1422594142259414,0.5541596110777297,24.558000000000007,1
1,2026-06-14,500.0,423.01,17.54,4.83,1.69,28.1,47.97,25.87,79.6,18.084,11.81,88.44800000000001,82.90599999999999,0.64,2.54,4,Highly Delayed,0.27537058152793614,0.09635119726339796,0.3950625543587342,17.09400000000001,2
1,2026-06-15,500.0,400.64,19.61,4.19,3.09,12.14,37.15,29.45,70.94,18.208,12.7,87.97999999999999,83.632,0.97,1.95,4,Delayed,0.21366649668536464,0.15757266700662928,0.41089685518312413,16.367999999999995,1
1,2026-06-16,500.0,460.48,21.4,2.09,0.83,7.86,30.86,30.06,62.06,19.498,16.11,85.968,80.22,0.9,1.48,1,Delayed,0.09766355140186916,0.03878504672897196,0.4524264210289822,19.78,1
1,2026-06-17,500.0,414.87,16.57,3.31,1.58,14.66,34.89,29.3,70.28,17.502,16.63,84.44,76.94000000000001,1.11,1.53,1,Delayed,0.19975859987929995,0.09535304767652385,0.48722606351810616,23.059999999999988,1
1,2026-06-18,500.0,454.95,16.57,0.61,2.25,20.32,39.17,29.48,70.89,17.580000000000002,10.92,89.348,85.85600000000001,1.58,3.16,1,Highly Delayed,0.0368135184067592,0.13578756789378393,0.3831578947368421,14.143999999999991,2
1,2026-06-19,500.0,407.75,18.98,4.95,0.48,34.89,50.35,30.08,86.58,17.198,12.93,87.018,80.666,1.86,3.81,2,Highly Delayed,0.2608008429926238,0.02528977871443625,0.42916887944768983,19.334000000000003,2
1,2026-06-20,500.0,465.94,21.95,1.08,0.36,2.35,27.96,31.44,56.77,20.098,21.61,82.22999999999999,73.368,1.1,1.98,3,Delayed,0.04920273348519363,0.01640091116173121,0.5181260189891628,26.632000000000005,0
1,2026-06-21,500.0,441.23,18.13,0.81,1.82,6.67,32.65,30.3,59.38,17.242,16.72,83.95,79.4,1.09,2.5,3,Highly Delayed,0.04467733039161611,0.1003861003861004,0.4923149402273128,20.599999999999994,1
1,2026-06-22,500.0,459.96,19.91,2.9,1.14,19.77,43.63,26.36,66.56,17.509999999999998,24.87,77.912,67.012,0.29,1.81,4,Delayed,0.14565544952285284,0.057257659467604215,0.5868334119867863,32.988,2
1,2026-06-23,500.0,442.71,16.36,3.03,3.35,19.59,38.25,28.7,71.51,17.392000000000003,15.13,85.6,80.21000000000001,1.73,3.41,2,Highly Delayed,0.1852078239608802,0.2047677261613692,0.4652235409876391,19.789999999999992,2
1,2026-06-24,500.0,444.53,18.7,3.9,1.22,30.16,47.31,28.51,84.65,19.924,12.93,88.82000000000001,80.934,1.4,1.55,2,Delayed,0.20855614973262032,0.06524064171122995,0.39355938394107265,19.066000000000003,2
1,2026-06-25,500.0,432.41,21.05,2.84,2.18,14.31,34.65,30.51,71.69,16.363999999999997,16.75,83.51599999999999,75.862,1.78,2.08,1,Delayed,0.134916864608076,0.10356294536817102,0.5058283505465967,24.138000000000005,1
1,2026-06-26,500.0,485.8,20.25,0.66,1.06,0.95,27.21,30.18,56.15,18.566,12.41,88.814,84.684,0.17,2.14,4,Delayed,0.0325925925925926,0.05234567901234568,0.4006327479338843,15.316000000000003,0
1,2026-06-27,500.0,459.23,17.83,2.29,1.57,6.25,31.8,29.15,62.76,17.72,16.89,83.904,80.076,1.73,3.49,1,Highly Delayed,0.12843522153673587,0.08805384183959619,0.4880092458826929,19.924000000000007,1
1,2026-06-28,500.0,434.32,21.11,1.44,3.26,3.48,31.89,29.71,58.84,18.728,22.7,80.32000000000001,72.066,1.89,3.87,4,Highly Delayed,0.06821411653244908,0.15442918048318333,0.5479385922564449,27.933999999999997,0
1,2026-06-29,500.0,479.98,17.83,0.86,1.41,13.9,37.54,28.53,69.36,18.426,17.71,84.56800000000001,78.872,0.7,2.12,3,Delayed,0.04823331463825015,0.07908020190689849,0.49009298206774415,21.128,1
