equipment_id,record_date,operating_hours,downtime_hours,utilization_percent,performance_score
4,2026-01-18,17.52,3.87,81.9,68.26
4,2026-01-19,21.54,1.82,92.2,87.88
4,2026-01-20,21.1,4.05,83.89,74.95
4,2026-01-21,16.29,4.99,76.56,66.08
4,2026-01-22,20.04,3.03,86.86,81.64
4,2026-01-23,20.74,4.51,82.15,75.12
4,2026-01-24,15.42,3.5,81.51,78.04
4,2026-01-25,21.88,5.66,79.46,69.35
4,2026-01-26,20.54,1.67,92.46,87.16
4,2026-01-27,18.05,5.12,77.89,68.57
4,2026-01-28,18.72,3.3,85.03,83.55
4,2026-01-29,16.38,3.61,81.95,77.0
4,2026-01-30,19.09,4.69,80.29,72.06
4,2026-01-31,15.28,3.04,83.41,76.71
4,2026-02-01,20.4,1.62,92.63,86.84
4,2026-02-02,18.44,4.53,80.27,67.62
4,2026-02-03,16.84,4.81,77.78,69.5
4,2026-02-04,18.43,0.53,97.21,93.8
4,2026-02-05,21.66,2.52,89.57,86.46
4,2026-02-06,16.62,1.32,92.65,92.18
4,2026-02-07,21.97,2.53,89.69,83.52
4,2026-02-08,17.59,4.47,79.73,71.46
4,2026-02-09,17.13,2.77,86.08,83.34
4,2026-02-10,19.56,0.52,97.42,91.81
4,2026-02-11,20.35,1.01,95.27,97.03
4,2026-02-12,18.71,3.15,85.61,77.62
4,2026-02-13,18.64,3.59,83.86,77.23
4,2026-02-14,18.49,3.82,82.88,78.31
4,2026-02-15,16.16,5.04,76.23,67.93
4,2026-02-16,17.99,0.92,95.11,92.76
4,2026-02-17,20.28,4.39,82.2,72.05
4,2026-02-18,20.31,3.34,85.86,75.74
4,2026-02-19,16.63,2.89,85.2,78.85
4,2026-02-20,14.71,1.71,89.57,90.68
4,2026-02-21,21.99,5.63,79.61,70.24
4,2026-02-22,19.14,2.82,87.17,85.2
4,2026-02-23,14.95,2.75,84.44,80.68
4,2026-02-24,20.72,2.61,88.81,89.24
4,2026-02-25,15.48,2.49,86.13,85.77
4,2026-02-26,16.68,0.64,96.28,95.42
4,2026-02-27,16.39,5.67,74.28,57.63
4,2026-02-28,16.07,2.86,84.88,80.7
4,2026-03-01,17.67,3.16,84.84,76.93
4,2026-03-02,15.07,0.94,94.11,92.14
4,2026-03-03,17.49,4.51,79.5,75.79
4,2026-03-04,20.12,1.37,93.61,87.87
4,2026-03-05,20.01,4.11,82.95,75.63
4,2026-03-06,21.65,0.88,96.1,94.04
4,2026-03-07,16.09,1.86,89.65,85.32
4,2026-03-08,21.25,1.87,91.9,90.9
4,2026-03-09,17.6,4.77,78.67,66.71
4,2026-03-10,14.52,3.18,82.03,68.39
4,2026-03-11,16.78,5.45,75.49,67.24
4,2026-03-12,14.17,4.15,77.35,69.25
4,2026-03-13,21.49,0.79,96.47,96.44
4,2026-03-14,17.35,1.93,89.99,88.51
4,2026-03-15,15.58,3.61,81.2,70.21
4,2026-03-16,17.71,5.85,75.18,58.65
4,2026-03-17,14.91,1.33,91.8,92.63
4,2026-03-18,15.8,1.88,89.37,86.21
4,2026-03-19,18.19,1.13,94.14,95.33
4,2026-03-20,20.88,4.48,82.35,73.93
4,2026-03-21,18.35,0.95,95.08,92.08
4,2026-03-22,17.67,3.17,84.8,79.78
4,2026-03-23,17.7,2.76,86.49,83.67
4,2026-03-24,19.21,3.5,84.59,77.65
4,2026-03-25,20.45,3.03,87.11,78.88
4,2026-03-26,14.42,4.82,74.92,63.34
4,2026-03-27,15.32,2.32,86.87,79.84
4,2026-03-28,20.05,3.36,85.66,79.92
4,2026-03-29,21.04,5.29,79.91,68.58
4,2026-03-30,15.91,2.98,84.22,80.9
4,2026-03-31,18.31,3.24,84.97,78.26
4,2026-04-01,14.84,4.11,78.31,68.8
4,2026-04-02,20.2,5.8,77.68,69.52
4,2026-04-03,15.63,3.38,82.23,78.23
4,2026-04-04,18.62,3.99,82.35,72.37
4,2026-04-05,20.38,2.68,88.39,83.24
4,2026-04-06,15.26,4.33,77.91,71.81
4,2026-04-07,20.35,2.24,90.07,84.58
4,2026-04-08,15.47,5.42,74.07,62.03
4,2026-04-09,19.23,1.34,93.5,97.02
4,2026-04-10,14.67,5.35,73.26,59.35
4,2026-04-11,20.43,3.28,86.17,79.37
4,2026-04-12,21.87,4.17,83.98,76.99
4,2026-04-13,19.08,1.41,93.11,89.72
4,2026-04-14,15.3,0.57,96.41,98.23
4,2026-04-15,18.48,3.4,84.46,79.39
4,2026-04-16,14.64,4.52,76.39,68.32
4,2026-04-17,15.5,5.22,74.81,64.87
4,2026-04-18,19.68,2.23,89.83,89.32
4,2026-04-19,17.77,5.02,77.98,61.57
4,2026-04-20,17.95,5.06,78.03,66.09
4,2026-04-21,16.68,1.46,91.97,91.58
4,2026-04-22,14.81,1.82,89.06,87.06
4,2026-04-23,15.14,2.41,86.25,86.27
4,2026-04-24,19.21,3.92,83.07,74.27
4,2026-04-25,16.82,5.13,76.63,67.59
4,2026-04-26,19.07,1.19,94.11,91.65
4,2026-04-27,19.41,2.29,89.45,83.48
4,2026-04-28,15.4,5.21,74.73,64.92
4,2026-04-29,15.82,5.1,75.6,68.01
4,2026-04-30,19.55,3.32,85.49,74.81
4,2026-05-01,16.44,1.67,90.78,88.98
4,2026-05-02,20.97,4.71,81.65,72.76
4,2026-05-03,20.31,4.16,83.01,75.92
4,2026-05-04,19.37,3.58,84.39,76.5
4,2026-05-05,14.89,2.96,83.42,80.82
4,2026-05-06,18.37,2.59,87.64,82.09
4,2026-05-07,21.81,1.11,95.16,91.34
4,2026-05-08,19.92,5.55,78.21,66.84
4,2026-05-09,16.24,5.22,75.67,66.77
4,2026-05-10,20.03,4.93,80.26,69.63
4,2026-05-11,14.14,5.8,70.93,56.54
4,2026-05-12,20.64,2.05,90.97,90.13
4,2026-05-13,20.98,1.12,94.94,93.8
4,2026-05-14,14.77,1.83,88.98,90.83
4,2026-05-15,14.1,3.08,82.08,78.32
4,2026-05-16,16.38,2.15,88.4,79.25
4,2026-05-17,19.95,0.76,96.31,97.63
4,2026-05-18,21.14,1.52,93.29,95.39
4,2026-05-19,14.63,1.82,88.95,85.53
4,2026-05-20,14.51,5.07,74.1,67.44
4,2026-05-21,18.79,1.13,94.32,94.98
4,2026-05-22,21.03,3.64,85.23,79.44
4,2026-05-23,18.14,2.87,86.35,78.65
4,2026-05-24,20.19,3.81,84.12,71.01
4,2026-05-25,21.14,2.94,87.8,86.76
4,2026-05-26,18.73,4.36,81.1,76.32
4,2026-05-27,15.9,3.32,82.73,75.36
4,2026-05-28,17.9,4.09,81.41,70.71
4,2026-05-29,21.6,3.8,85.03,77.55
4,2026-05-30,19.07,0.89,95.54,98.85
4,2026-05-31,16.04,2.49,86.56,79.74
4,2026-06-01,15.12,2.02,88.2,84.05
4,2026-06-02,21.77,2.32,90.36,81.5
4,2026-06-03,18.89,2.04,90.24,85.9
4,2026-06-04,15.66,3.34,82.41,74.8
4,2026-06-05,20.42,3.65,84.85,75.3
4,2026-06-06,18.1,2.11,89.54,84.83
4,2026-06-07,14.7,3.89,79.05,73.28
4,2026-06-08,14.91,2.4,86.14,84.57
4,2026-06-09,17.95,4.36,80.45,71.79
4,2026-06-10,21.94,1.22,94.72,90.15
4,2026-06-11,17.37,2.76,86.29,76.23
4,2026-06-12,21.26,4.43,82.77,69.17
4,2026-06-13,20.59,5.75,78.16,69.34
4,2026-06-14,20.57,0.51,97.59,95.12
4,2026-06-15,16.06,0.83,95.1,93.89
4,2026-06-16,18.83,4.28,81.49,72.14
4,2026-06-17,17.65,2.53,87.46,79.73
4,2026-06-18,14.97,2.8,84.22,78.22
4,2026-06-19,14.64,2.45,85.66,80.99
4,2026-06-20,21.53,4.18,83.75,72.13
4,2026-06-21,18.75,0.56,97.12,100.0
4,2026-06-22,19.09,5.52,77.56,69.37
4,2026-06-23,19.79,1.16,94.45,92.98
4,2026-06-24,21.22,0.87,96.08,90.92
4,2026-06-25,14.09,2.82,83.32,78.0
4,2026-06-26,16.36,3.17,83.76,75.76
4,2026-06-27,14.98,3.57,80.75,73.88
4,2026-06-28,16.75,4.51,78.78,72.67
4,2026-06-29,19.54,2.86,87.21,82.77
5,2026-01-01,19.38,2.01,90.59,89.56
5,2026-01-02,17.57,4.89,78.23,66.43
5,2026-01-03,20.58,5.22,79.78,68.94
5,2026-01-04,16.55,3.7,81.72,76.75
5,2026-01-05,16.97,3.81,81.68,77.17
5,2026-01-06,17.0,1.42,92.3,92.85
5,2026-01-07,17.44,1.28,93.14,89.65
5,2026-01-08,15.24,0.64,95.97,97.03
5,2026-01-09,19.17,4.0,82.72,73.03
5,2026-01-10,17.28,2.21,88.65,83.6
5,2026-01-11,19.42,3.83,83.52,72.15
5,2026-01-12,21.9,3.0,87.96,80.19
5,2026-01-13,19.51,1.27,93.87,89.91
5,2026-01-14,18.04,5.8,75.67,64.02
5,2026-01-15,17.07,0.71,95.98,94.29
5,2026-01-16,15.28,0.63,96.05,93.68
5,2026-01-17,20.05,3.02,86.9,82.54
5,2026-01-18,14.93,5.76,72.17,59.77
5,2026-01-19,16.51,5.39,75.4,68.15
5,2026-01-20,21.87,2.09,91.29,88.23
5,2026-01-21,21.69,2.64,89.14,79.14
5,2026-01-22,18.33,1.35,93.15,87.08
5,2026-01-23,18.43,3.48,84.12,79.07
5,2026-01-24,17.52,2.16,89.01,86.19
5,2026-01-25,16.07,1.57,91.1,87.45
5,2026-01-26,16.16,5.82,73.54,60.49
5,2026-01-27,18.46,2.41,88.45,80.41
5,2026-01-28,17.55,3.94,81.65,74.48
5,2026-01-29,17.91,2.71,86.86,84.74
5,2026-01-30,18.97,1.61,92.19,94.85
5,2026-01-31,17.16,0.72,95.99,100.0
5,2026-02-01,15.82,5.8,73.17,57.05
5,2026-02-02,21.28,4.47,82.63,76.95
5,2026-02-03,15.05,4.85,75.63,66.23
5,2026-02-04,15.0,4.87,75.5,67.62
5,2026-02-05,21.55,1.32,94.24,90.49
5,2026-02-06,17.7,5.9,75.02,66.6
5,2026-02-07,18.71,2.56,87.95,82.66
5,2026-02-08,16.29,1.62,90.96,85.94
5,2026-02-09,18.09,3.21,84.94,82.65
5,2026-02-10,18.62,5.26,77.97,67.28
5,2026-02-11,20.62,4.7,81.42,72.87
5,2026-02-12,18.59,5.76,76.35,64.24
5,2026-02-13,20.83,2.92,87.72,81.44
5,2026-02-14,20.78,5.41,79.33,70.29
5,2026-02-15,19.01,5.6,77.26,57.25
5,2026-02-16,14.15,3.12,81.92,79.05
5,2026-02-17,19.54,1.24,94.04,94.4
5,2026-02-18,16.4,2.47,86.89,80.07
5,2026-02-19,15.69,5.77,73.12,64.18
5,2026-02-20,14.07,5.99,70.15,61.03
5,2026-02-21,16.36,0.58,96.58,96.96
5,2026-02-22,19.9,5.09,79.64,67.54
5,2026-02-23,20.03,4.73,80.9,72.74
5,2026-02-24,19.27,4.71,80.35,71.97
5,2026-02-25,14.71,3.18,82.21,79.06
5,2026-02-26,14.62,2.74,84.21,76.7
5,2026-02-27,16.79,1.11,93.8,91.14
5,2026-02-28,20.47,5.71,78.18,61.07
5,2026-03-01,14.61,3.25,81.79,75.93
5,2026-03-02,20.36,4.39,82.26,68.66
5,2026-03-03,15.86,2.05,88.58,82.2
5,2026-03-04,20.43,5.61,78.45,69.72
5,2026-03-05,16.57,3.12,84.15,77.33
5,2026-03-06,15.81,4.02,79.72,71.85
5,2026-03-07,16.86,4.06,80.58,73.29
5,2026-03-08,14.98,5.39,73.55,53.72
5,2026-03-09,18.69,3.94,82.6,75.28
5,2026-03-10,14.57,4.25,77.4,71.32
5,2026-03-11,20.58,4.92,80.7,67.94
5,2026-03-12,18.42,3.36,84.57,79.02
5,2026-03-13,16.17,3.23,83.34,75.35
5,2026-03-14,16.27,1.24,92.94,88.9
5,2026-03-15,19.99,2.25,89.9,85.86
5,2026-03-16,14.0,3.31,80.87,73.27
5,2026-03-17,20.71,0.52,97.55,96.97
5,2026-03-18,15.97,4.57,77.74,66.61
5,2026-03-19,16.88,1.99,89.47,84.58
5,2026-03-20,20.74,2.22,90.32,86.66
5,2026-03-21,17.47,5.5,76.04,65.61
5,2026-03-22,17.02,5.8,74.57,63.77
5,2026-03-23,17.95,2.63,87.21,80.2
5,2026-03-24,19.06,4.37,81.35,75.5
5,2026-03-25,21.73,4.69,82.26,76.6
5,2026-03-26,21.61,4.36,83.2,72.62
5,2026-03-27,20.25,4.04,83.36,74.33
5,2026-03-28,14.39,2.48,85.29,80.34
5,2026-03-29,17.46,3.02,85.27,81.04
5,2026-03-30,15.67,2.53,86.11,79.53
5,2026-03-31,20.14,2.79,87.83,81.8
5,2026-04-01,20.58,5.18,79.9,71.41
5,2026-04-02,17.78,5.34,76.9,62.8
5,2026-04-03,15.73,4.23,78.81,65.69
5,2026-04-04,15.09,4.08,78.7,72.99
5,2026-04-05,19.91,2.24,89.9,81.86
5,2026-04-06,19.71,1.6,92.51,94.25
5,2026-04-07,21.12,2.08,91.03,85.24
5,2026-04-08,14.89,3.34,81.69,74.53
5,2026-04-09,16.14,5.1,76.01,65.13
5,2026-04-10,17.94,2.72,86.82,78.39
5,2026-04-11,18.25,3.77,82.87,75.26
5,2026-04-12,21.71,3.35,86.61,79.12
5,2026-04-13,19.42,2.22,89.76,87.48
5,2026-04-14,18.17,5.87,75.59,66.01
5,2026-04-15,15.0,0.59,96.2,97.03
5,2026-04-16,14.96,1.96,88.41,86.27
5,2026-04-17,14.14,2.11,87.0,83.08
5,2026-04-18,16.78,2.54,86.84,86.39
5,2026-04-19,14.01,2.15,86.7,82.9
5,2026-04-20,20.78,0.63,97.06,95.95
5,2026-04-21,21.19,4.81,81.51,71.22
5,2026-04-22,17.18,2.17,88.81,88.94
5,2026-04-23,14.53,1.76,89.22,85.4
5,2026-04-24,19.98,3.11,86.55,75.4
5,2026-04-25,14.46,5.77,71.49,60.02
5,2026-04-26,21.7,0.92,95.95,94.81
5,2026-04-27,16.93,1.74,90.68,86.08
5,2026-04-28,18.98,4.8,79.82,69.28
5,2026-04-29,18.63,1.31,93.44,92.32
5,2026-04-30,17.11,4.21,80.26,75.26
5,2026-05-01,16.08,2.4,87.02,81.52
5,2026-05-02,17.76,5.4,76.7,67.31
5,2026-05-03,19.66,0.84,95.89,91.7
5,2026-05-04,15.07,5.77,72.32,67.05
5,2026-05-05,18.24,1.83,90.88,93.29
5,2026-05-06,14.61,2.01,87.9,83.9
5,2026-05-07,20.46,3.03,87.11,74.41
5,2026-05-08,14.35,1.41,91.04,92.82
5,2026-05-09,17.56,1.65,91.41,86.82
5,2026-05-10,21.69,1.58,93.2,91.8
5,2026-05-11,21.61,5.97,78.35,61.61
5,2026-05-12,17.5,3.76,82.29,76.15
5,2026-05-13,14.58,3.92,78.8,72.24
5,2026-05-14,20.06,1.39,93.52,90.8
5,2026-05-15,17.82,4.45,80.01,73.27
5,2026-05-16,19.33,1.39,93.27,86.6
5,2026-05-17,18.52,4.74,79.61,69.18
5,2026-05-18,14.07,2.46,85.1,80.17
5,2026-05-19,21.41,1.76,92.41,85.15
5,2026-05-20,16.57,5.16,76.24,67.73
5,2026-05-21,19.83,1.02,95.09,91.73
5,2026-05-22,17.85,4.14,81.16,72.67
5,2026-05-23,14.95,2.09,87.74,85.79
5,2026-05-24,21.95,0.75,96.71,94.67
5,2026-05-25,20.09,2.54,88.76,87.93
5,2026-05-26,21.35,5.73,78.84,65.58
5,2026-05-27,18.62,2.46,88.31,81.33
5,2026-05-28,18.51,2.47,88.22,85.65
5,2026-05-29,19.25,1.82,91.35,87.75
5,2026-05-30,15.77,0.71,95.67,91.38
5,2026-05-31,14.29,1.46,90.71,86.56
5,2026-06-01,21.6,3.7,85.38,80.04
5,2026-06-02,17.49,3.69,82.58,80.05
5,2026-06-03,16.26,2.44,86.94,82.37
5,2026-06-04,21.15,5.71,78.76,66.78
5,2026-06-05,20.24,3.12,86.65,83.17
5,2026-06-06,17.98,1.63,91.71,84.7
5,2026-06-07,16.65,5.2,76.19,66.88
5,2026-06-08,15.66,0.89,94.61,85.02
5,2026-06-09,20.49,5.1,80.08,70.48
5,2026-06-10,16.66,4.31,79.43,72.84
5,2026-06-11,15.21,5.32,74.1,67.04
5,2026-06-12,18.31,2.05,89.92,84.3
5,2026-06-13,15.02,4.71,76.13,66.46
5,2026-06-14,14.0,2.79,83.38,75.77
5,2026-06-15,21.78,1.74,92.59,89.2
5,2026-06-16,16.43,2.17,88.33,86.02
5,2026-06-17,19.94,5.17,79.42,65.64
5,2026-06-18,17.38,2.17,88.92,88.17
5,2026-06-19,20.53,1.5,93.2,87.26
5,2026-06-20,16.97,5.46,75.65,62.94
5,2026-06-21,18.73,4.14,81.91,77.91
5,2026-06-22,14.63,3.49,80.72,71.24
5,2026-06-23,20.25,3.71,84.51,78.66
5,2026-06-24,21.62,0.73,96.72,97.2
5,2026-06-25,16.37,4.43,78.71,65.34
5,2026-06-26,20.07,1.06,94.97,98.83
5,2026-06-27,16.95,5.63,75.07,73.14
5,2026-06-28,20.62,4.33,82.63,73.0
5,2026-06-29,21.37,4.32,83.18,79.93
